#N/A,,Date,Close
,,1/3/2022 16:00:00,136.04
,,1/4/2022 16:00:00,138.02
,,1/5/2022 16:00:00,138.22
,,1/6/2022 16:00:00,135.34
,,1/7/2022 16:00:00,134.83
,,1/10/2022 16:00:00,135.03
,,1/11/2022 16:00:00,132.87
,,1/12/2022 16:00:00,133.59
,,1/13/2022 16:00:00,134.76
,,1/14/2022 16:00:00,134.21
,,1/18/2022 16:00:00,132.94
,,1/19/2022 16:00:00,131.58
,,1/20/2022 16:00:00,130.82
,,1/21/2022 16:00:00,129.35
,,1/24/2022 16:00:00,128.82
,,1/25/2022 16:00:00,136.1
,,1/26/2022 16:00:00,134.26
,,1/27/2022 16:00:00,132.52
,,1/28/2022 16:00:00,134.5
,,1/31/2022 16:00:00,133.57
,,2/1/2022 16:00:00,135.53
,,2/2/2022 16:00:00,137.25
,,2/3/2022 16:00:00,137.78
,,2/4/2022 16:00:00,137.15
,,2/7/2022 16:00:00,137.24
,,2/8/2022 16:00:00,137.02
,,2/9/2022 16:00:00,137.79
,,2/10/2022 16:00:00,133.52
,,2/11/2022 16:00:00,132.69
,,2/14/2022 16:00:00,130.15
,,2/15/2022 16:00:00,129.94
,,2/16/2022 16:00:00,129.18
,,2/17/2022 16:00:00,124.97
,,2/18/2022 16:00:00,124.35
,,2/22/2022 16:00:00,123.92
,,2/23/2022 16:00:00,122.07
,,2/24/2022 16:00:00,121.97
,,2/25/2022 16:00:00,124.18
,,2/28/2022 16:00:00,122.51
,,3/1/2022 16:00:00,121.35
,,3/2/2022 16:00:00,123.86
,,3/3/2022 16:00:00,125.93
,,3/4/2022 16:00:00,126.62
,,3/7/2022 16:00:00,126.07
,,3/8/2022 16:00:00,125.68
,,3/9/2022 16:00:00,126.22
,,3/10/2022 16:00:00,124.35
,,3/11/2022 16:00:00,123.96
,,3/14/2022 16:00:00,123.94
,,3/15/2022 16:00:00,125.64
,,3/16/2022 16:00:00,127.04
,,3/17/2022 16:00:00,127.96
,,3/18/2022 16:00:00,128.76
,,3/21/2022 16:00:00,128.1
,,3/22/2022 16:00:00,129.06
,,3/23/2022 16:00:00,128.3
,,3/24/2022 16:00:00,129.25
,,3/25/2022 16:00:00,131.35
,,3/28/2022 16:00:00,131.47
,,3/29/2022 16:00:00,131.94
,,3/30/2022 16:00:00,132.13
,,3/31/2022 16:00:00,130.02
,,4/1/2022 16:00:00,130.15
,,4/4/2022 16:00:00,130.27
,,4/5/2022 16:00:00,128.89
,,4/6/2022 16:00:00,129.39
,,4/7/2022 16:00:00,128.55
,,4/8/2022 16:00:00,127.73
,,4/11/2022 16:00:00,126.37
,,4/12/2022 16:00:00,125.98
,,4/13/2022 16:00:00,126.14
,,4/14/2022 16:00:00,126.56
,,4/18/2022 16:00:00,126.17
,,4/19/2022 16:00:00,129.15
,,4/20/2022 16:00:00,138.32
,,4/21/2022 16:00:00,139.85
,,4/22/2022 16:00:00,138.25
,,4/25/2022 16:00:00,139.1
,,4/26/2022 16:00:00,136.19
,,4/27/2022 16:00:00,135.06
,,4/28/2022 16:00:00,135.74
,,4/29/2022 16:00:00,132.21
,,5/2/2022 16:00:00,133.04
,,5/3/2022 16:00:00,132.52
,,5/4/2022 16:00:00,137.4
,,5/5/2022 16:00:00,135.92
,,5/6/2022 16:00:00,137.67
,,5/9/2022 16:00:00,134.44
,,5/10/2022 16:00:00,129.13
,,5/11/2022 16:00:00,130.75
,,5/12/2022 16:00:00,132.9
,,5/13/2022 16:00:00,133.6
,,5/16/2022 16:00:00,135.03
,,5/17/2022 16:00:00,138.37
,,5/18/2022 16:00:00,132.94
,,5/19/2022 16:00:00,129.66
,,5/20/2022 16:00:00,128.48
,,5/23/2022 16:00:00,131.17
,,5/24/2022 16:00:00,133.8
,,5/25/2022 16:00:00,134.39
,,5/26/2022 16:00:00,136.89
,,5/27/2022 16:00:00,139.27
,,5/31/2022 16:00:00,138.84
,,6/1/2022 16:00:00,139.43
,,6/2/2022 16:00:00,140.15
,,6/3/2022 16:00:00,141.18
,,6/6/2022 16:00:00,142.88
,,6/7/2022 16:00:00,142.78
,,6/8/2022 16:00:00,140.83
,,6/9/2022 16:00:00,137.96
,,6/10/2022 16:00:00,136.19
,,6/13/2022 16:00:00,135.11
,,6/14/2022 16:00:00,135.72
,,6/15/2022 16:00:00,137.06
,,6/16/2022 16:00:00,135.67
,,6/17/2022 16:00:00,135.02
,,6/21/2022 16:00:00,137.85
,,6/22/2022 16:00:00,137.08
,,6/23/2022 16:00:00,138.44
,,6/24/2022 16:00:00,142.06
,,6/27/2022 16:00:00,142.8
,,6/28/2022 16:00:00,141.86
,,6/29/2022 16:00:00,140.71
,,6/30/2022 16:00:00,141.19
,,7/1/2022 16:00:00,141.12
,,7/5/2022 16:00:00,137.62
,,7/6/2022 16:00:00,138.08
,,7/7/2022 16:00:00,140.83
,,7/8/2022 16:00:00,140.47
,,7/11/2022 16:00:00,141
,,7/12/2022 16:00:00,139.18
,,7/13/2022 16:00:00,137.18
,,7/14/2022 16:00:00,139.06
,,7/15/2022 16:00:00,139.92
,,7/18/2022 16:00:00,138.13
,,7/19/2022 16:00:00,130.88
,,7/20/2022 16:00:00,129.18
,,7/21/2022 16:00:00,127.15
,,7/22/2022 16:00:00,128.25
,,7/25/2022 16:00:00,128.54
,,7/26/2022 16:00:00,128.08
,,7/27/2022 16:00:00,129.12
,,7/28/2022 16:00:00,129.22
,,7/29/2022 16:00:00,130.79
,,8/1/2022 16:00:00,132.04
,,8/2/2022 16:00:00,131.81
,,8/3/2022 16:00:00,132.34
,,8/4/2022 16:00:00,131.64
,,8/5/2022 16:00:00,132.48
,,8/8/2022 16:00:00,132.61
,,8/9/2022 16:00:00,129.47
,,8/10/2022 16:00:00,131.5
,,8/11/2022 16:00:00,132.54
,,8/12/2022 16:00:00,134.01
,,8/15/2022 16:00:00,134.93
,,8/16/2022 16:00:00,136.56
,,8/17/2022 16:00:00,137.79
,,8/18/2022 16:00:00,139.07
,,8/19/2022 16:00:00,138.37
,,8/22/2022 16:00:00,135.55
,,8/23/2022 16:00:00,134.74
,,8/24/2022 16:00:00,133.23
,,8/25/2022 16:00:00,133.98
,,8/26/2022 16:00:00,130.38
,,8/29/2022 16:00:00,130.31
,,8/30/2022 16:00:00,129.58
,,8/31/2022 16:00:00,128.45
,,9/1/2022 16:00:00,129.66
,,9/2/2022 16:00:00,127.79
,,9/6/2022 16:00:00,126.72
,,9/7/2022 16:00:00,127.71
,,9/8/2022 16:00:00,128.47
,,9/9/2022 16:00:00,129.19
,,9/12/2022 16:00:00,130.66
,,9/13/2022 16:00:00,127.25
,,9/14/2022 16:00:00,127.69
,,9/15/2022 16:00:00,125.49
,,9/16/2022 16:00:00,127.27
,,9/19/2022 16:00:00,127.73
,,9/20/2022 16:00:00,126.3
,,9/21/2022 16:00:00,124.93
,,9/22/2022 16:00:00,125.31
,,9/23/2022 16:00:00,122.71
,,9/26/2022 16:00:00,122.01
,,9/27/2022 16:00:00,121.74
,,9/28/2022 16:00:00,122.76
,,9/29/2022 16:00:00,121.63
,,9/30/2022 16:00:00,118.81
,,10/3/2022 16:00:00,121.51
,,10/4/2022 16:00:00,125.5
,,10/5/2022 16:00:00,125.74
,,10/6/2022 16:00:00,122.23
,,10/7/2022 16:00:00,118.82
,,10/10/2022 16:00:00,117.75
,,10/11/2022 16:00:00,117.8